Accident_ID,Date,Time,State,City,Latitude,Longitude,Road_Type,Weather_Condition,Lighting_Condition,Primary_Cause,Vehicle_Type,Severity,Fatalities,Injuries
ACC0882,2025-01-22,16:37,Tripura,Agartala,28.0193,94.0268,National Highway,Clear,Daylight,Overspeeding,Bus,Moderate,0,4
ACC0883,2025-01-23,07:32,Maharashtra,Mumbai,8.9755,83.0379,Rural Road,Clear,Daylight,Overspeeding,Two-Wheeler,Moderate,0,1
ACC0884,2025-01-23,02:10,Tamil Nadu,Chennai,11.44,81.5065,National Highway,Clear,Darkness,Distracted Driving,Two-Wheeler,Moderate,1,2
ACC0885,2025-01-23,13:07,Rajasthan,Jaipur,31.7575,85.3971,National Highway,Clear,Daylight,Distracted Driving,Car / Sedan,Moderate,0,4
ACC0886,2025-01-23,14:23,Sikkim,Gangtok,13.6135,86.5063,National Highway,Rainy,Daylight,Overspeeding,Truck / Commercial,Severe / Fatal,1,4
ACC0887,2025-01-23,18:45,Himachal Pradesh,Shimla,27.4602,70.7456,Expressway,Rainy,Twilight,Mechanical Failure,Two-Wheeler,Severe / Fatal,1,5
ACC0888,2025-01-23,13:41,Goa,Panaji,15.3549,88.1546,Rural Road,Clear,Daylight,Drunk Driving,Auto Rickshaw,Minor,0,2
ACC0889,2025-01-24,09:50,Himachal Pradesh,Shimla,11.3037,75.5951,City Road,Clear,Daylight,Drunk Driving,Car / Sedan,Minor,0,2
ACC0890,2025-01-24,17:02,Arunachal Pradesh,Itanagar,15.5006,89.0477,City Road,Rainy,Daylight,Distracted Driving,Car / Sedan,Moderate,1,1
ACC0891,2025-01-24,13:24,Tripura,Agartala,29.4902,92.1422,National Highway,Clear,Daylight,Fatigue,Two-Wheeler,Severe / Fatal,1,1
ACC0892,2025-01-24,04:56,Rajasthan,Jaipur,33.3863,91.6128,State Highway,Foggy,Darkness,Weather Conditions,Two-Wheeler,Severe / Fatal,1,4
ACC0893,2025-01-24,13:40,Andhra Pradesh,Visakhapatnam,32.6424,84.4463,State Highway,Clear,Daylight,Overspeeding,Truck / Commercial,Minor,0,1
ACC0894,2025-01-24,18:16,Meghalaya,Shillong,19.9978,83.5248,State Highway,Clear,Twilight,Overspeeding,Auto Rickshaw,Moderate,0,2
ACC0895,2025-01-25,10:49,Mizoram,Aizawl,27.9081,72.772,National Highway,Cloudy,Daylight,Drunk Driving,Car / Sedan,Moderate,1,3
ACC0896,2025-01-25,08:34,Rajasthan,Jaipur,14.3855,90.7974,City Road,Clear,Daylight,Overspeeding,Auto Rickshaw,Minor,0,2
ACC0897,2025-01-25,06:39,Himachal Pradesh,Shimla,16.9599,76.4352,State Highway,Clear,Daylight,Distracted Driving,Truck / Commercial,Minor,0,2
ACC0898,2025-01-25,06:03,Goa,Panaji,34.573,82.8558,City Road,Clear,Daylight,Weather Conditions,Car / Sedan,Minor,0,1
ACC0899,2025-01-25,11:38,Gujarat,Ahmedabad,8.7797,76.8018,State Highway,Clear,Daylight,Distracted Driving,SUV,Minor,0,1
ACC0900,2025-01-26,14:03,Meghalaya,Shillong,10.8968,72.5141,National Highway,Clear,Daylight,Fatigue,Car / Sedan,Minor,0,2
ACC0901,2025-01-26,04:42,Gujarat,Ahmedabad,14.4703,86.6424,Expressway,Cloudy,Darkness,Overspeeding,Car / Sedan,Severe / Fatal,2,4
ACC0902,2025-01-27,19:06,Meghalaya,Shillong,9.1747,70.2485,National Highway,Rainy,Twilight,Mechanical Failure,Two-Wheeler,Moderate,0,4
ACC0903,2025-01-27,16:41,Uttarakhand,Dehradun,13.6979,90.0364,City Road,Clear,Daylight,Weather Conditions,SUV,Moderate,0,1
ACC0904,2025-01-27,14:53,Jharkhand,Ranchi,25.4248,77.7512,Expressway,Clear,Daylight,Overspeeding,Two-Wheeler,Moderate,0,4
ACC0905,2025-01-28,17:01,Sikkim,Gangtok,20.7056,68.7038,National Highway,Clear,Daylight,Distracted Driving,Truck / Commercial,Minor,0,1
ACC0906,2025-01-28,04:03,Maharashtra,Mumbai,34.466,83.2672,Rural Road,Clear,Darkness,Overspeeding,Truck / Commercial,Moderate,0,1
ACC0907,2025-01-29,11:44,Rajasthan,Jaipur,32.2694,70.0353,State Highway,Clear,Daylight,Weather Conditions,Two-Wheeler,Minor,0,2
ACC0908,2025-01-29,14:07,Rajasthan,Jaipur,18.3811,76.5708,National Highway,Rainy,Daylight,Drunk Driving,Two-Wheeler,Severe / Fatal,3,0
ACC0909,2025-01-30,17:26,Madhya Pradesh,Bhopal,15.9752,88.8488,Expressway,Clear,Daylight,Overspeeding,Car / Sedan,Minor,0,1
ACC0910,2025-02-01,16:28,Rajasthan,Jaipur,19.487,70.4867,National Highway,Rainy,Daylight,Distracted Driving,Car / Sedan,Severe / Fatal,3,4
ACC0911,2025-02-02,08:24,Jharkhand,Ranchi,25.6366,92.6211,City Road,Clear,Daylight,Distracted Driving,Two-Wheeler,Minor,0,2
ACC0912,2025-02-02,19:07,Bihar,Patna,16.2275,68.8089,City Road,Clear,Twilight,Overspeeding,Car / Sedan,Moderate,0,3
ACC0913,2025-02-03,05:35,Meghalaya,Shillong,26.6251,75.7345,Rural Road,Clear,Twilight,Overspeeding,Two-Wheeler,Moderate,0,2
ACC0914,2025-02-03,18:16,Goa,Panaji,20.3548,89.8158,State Highway,Clear,Twilight,Overspeeding,Two-Wheeler,Minor,0,2
ACC0915,2025-02-07,20:30,Tripura,Agartala,24.5198,77.7137,State Highway,Clear,Darkness,Drunk Driving,Two-Wheeler,Moderate,1,3
ACC0916,2025-02-08,06:44,West Bengal,Kolkata,21.1349,71.6039,City Road,Cloudy,Daylight,Mechanical Failure,Two-Wheeler,Minor,0,2
ACC0917,2025-02-08,16:09,Uttarakhand,Dehradun,16.9984,78.9667,National Highway,Clear,Daylight,Mechanical Failure,Truck / Commercial,Moderate,1,4
ACC0918,2025-02-09,01:13,Manipur,Imphal,36.0948,76.4062,State Highway,Foggy,Darkness,Drunk Driving,Auto Rickshaw,Moderate,1,2
ACC0919,2025-02-09,10:44,Telangana,Hyderabad,30.6973,92.7173,State Highway,Clear,Daylight,Weather Conditions,Car / Sedan,Moderate,0,4
ACC0920,2025-02-09,12:43,Assam,Guwahati,12.4913,77.6304,National Highway,Cloudy,Daylight,Overspeeding,Car / Sedan,Moderate,0,2
ACC0921,2025-02-10,14:40,Tamil Nadu,Chennai,33.7593,91.1846,State Highway,Clear,Daylight,Distracted Driving,Two-Wheeler,Moderate,1,3
ACC0922,2025-02-10,19:00,Arunachal Pradesh,Itanagar,22.633,94.1184,City Road,Cloudy,Twilight,Overspeeding,Car / Sedan,Moderate,1,2
ACC0923,2025-02-10,15:19,Andhra Pradesh,Visakhapatnam,34.5209,81.0638,City Road,Clear,Daylight,Overspeeding,Two-Wheeler,Moderate,0,2
ACC0924,2025-02-11,12:26,Bihar,Patna,31.7558,94.6334,National Highway,Rainy,Daylight,Distracted Driving,SUV,Moderate,0,1
ACC0925,2025-02-11,17:42,Nagaland,Kohima,20.8162,79.4536,National Highway,Foggy,Daylight,Overspeeding,Bus,Severe / Fatal,1,5
ACC0926,2025-02-12,19:06,Arunachal Pradesh,Itanagar,9.0561,96.1762,National Highway,Clear,Twilight,Distracted Driving,Two-Wheeler,Moderate,0,2
ACC0927,2025-02-12,00:42,Chhattisgarh,Raipur,16.2454,71.2448,City Road,Clear,Darkness,Weather Conditions,Truck / Commercial,Minor,0,2
ACC0928,2025-02-12,21:33,Gujarat,Ahmedabad,24.2157,88.28,National Highway,Clear,Darkness,Overspeeding,Two-Wheeler,Severe / Fatal,3,3
ACC0929,2025-02-12,04:17,Madhya Pradesh,Bhopal,26.8976,82.7737,City Road,Cloudy,Darkness,Overspeeding,Car / Sedan,Moderate,0,1
ACC0930,2025-02-13,17:39,Arunachal Pradesh,Itanagar,15.9303,79.748,National Highway,Clear,Daylight,Mechanical Failure,Two-Wheeler,Severe / Fatal,1,5
ACC0931,2025-02-13,08:38,Nagaland,Kohima,12.4692,86.7323,Expressway,Clear,Daylight,Weather Conditions,Car / Sedan,Severe / Fatal,2,3
ACC0932,2025-02-14,06:44,Uttarakhand,Dehradun,32.78,88.7599,State Highway,Clear,Daylight,Overspeeding,Two-Wheeler,Minor,0,2
ACC0933,2025-02-14,11:08,Uttar Pradesh,Lucknow,37.1445,68.8244,City Road,Clear,Daylight,Overspeeding,Car / Sedan,Moderate,0,4
ACC0934,2025-02-14,15:26,Odisha,Bhubaneswar,23.7502,73.4582,National Highway,Rainy,Daylight,Distracted Driving,Car / Sedan,Moderate,1,4
ACC0935,2025-02-14,09:53,Andhra Pradesh,Visakhapatnam,13.413,89.0218,Expressway,Clear,Daylight,Drunk Driving,Two-Wheeler,Moderate,1,3
ACC0936,2025-02-14,02:57,Manipur,Imphal,16.3514,87.692,National Highway,Clear,Darkness,Overspeeding,SUV,Moderate,0,2
ACC0937,2025-02-15,14:06,Kerala,Thiruvananthapuram,8.937,96.2324,City Road,Foggy,Daylight,Overspeeding,Bus,Moderate,1,1
ACC0938,2025-02-16,18:32,Andhra Pradesh,Visakhapatnam,35.0975,90.3896,City Road,Clear,Twilight,Mechanical Failure,Car / Sedan,Minor,0,2
ACC0939,2025-02-16,09:46,Rajasthan,Jaipur,11.8383,95.797,National Highway,Clear,Daylight,Distracted Driving,Two-Wheeler,Minor,0,1
ACC0940,2025-02-16,07:39,Meghalaya,Shillong,25.2343,88.7224,City Road,Clear,Daylight,Fatigue,Two-Wheeler,Moderate,0,4
ACC0941,2025-02-17,11:07,Himachal Pradesh,Shimla,16.4024,77.1945,Expressway,Clear,Daylight,Weather Conditions,Truck / Commercial,Minor,0,2
ACC0942,2025-02-17,01:18,Manipur,Imphal,24.582,71.7029,National Highway,Clear,Darkness,Fatigue,Car / Sedan,Moderate,0,1
ACC0943,2025-02-18,17:07,Punjab,Ludhiana,27.4215,90.982,State Highway,Rainy,Daylight,Overspeeding,Car / Sedan,Moderate,1,3
ACC0944,2025-02-18,17:50,Madhya Pradesh,Bhopal,32.6285,87.0583,National Highway,Clear,Daylight,Weather Conditions,Two-Wheeler,Moderate,0,4
ACC0945,2025-02-19,14:06,Uttarakhand,Dehradun,14.4275,70.0733,City Road,Clear,Daylight,Overspeeding,Car / Sedan,Minor,0,1
ACC0946,2025-02-20,09:31,Goa,Panaji,8.7211,78.9614,City Road,Clear,Daylight,Distracted Driving,Two-Wheeler,Minor,0,1
ACC0947,2025-02-20,17:12,Uttar Pradesh,Lucknow,12.3971,95.9688,National Highway,Clear,Daylight,Drunk Driving,Bus,Severe / Fatal,3,5
ACC0948,2025-02-20,13:38,Manipur,Imphal,34.6805,82.9614,State Highway,Rainy,Daylight,Overspeeding,Bus,Moderate,0,4
ACC0949,2025-02-20,17:12,Gujarat,Ahmedabad,33.9176,81.0328,City Road,Clear,Daylight,Mechanical Failure,Two-Wheeler,Minor,0,1
ACC0950,2025-02-21,14:49,Nagaland,Kohima,25.8445,81.7444,Rural Road,Clear,Daylight,Mechanical Failure,Car / Sedan,Minor,0,1
ACC0951,2025-02-21,16:16,Haryana,Gurugram,25.9351,74.6532,State Highway,Clear,Daylight,Overspeeding,Two-Wheeler,Minor,0,1
ACC0952,2025-02-21,14:53,Jharkhand,Ranchi,27.8191,79.2082,Rural Road,Clear,Daylight,Distracted Driving,Car / Sedan,Moderate,1,1
ACC0953,2025-02-22,10:33,Tamil Nadu,Chennai,13.5208,79.2397,State Highway,Clear,Daylight,Overspeeding,Truck / Commercial,Minor,0,2
ACC0954,2025-02-22,19:12,Assam,Guwahati,35.1008,70.1921,State Highway,Clear,Twilight,Overspeeding,Car / Sedan,Minor,0,1
ACC0955,2025-02-22,13:22,Uttarakhand,Dehradun,20.6281,90.5757,City Road,Clear,Daylight,Weather Conditions,Two-Wheeler,Moderate,0,1
ACC0956,2025-02-22,14:45,Madhya Pradesh,Bhopal,19.5876,80.5704,State Highway,Rainy,Daylight,Overspeeding,Two-Wheeler,Moderate,1,4
ACC0957,2025-02-23,07:26,Gujarat,Ahmedabad,23.5524,92.1321,State Highway,Clear,Daylight,Fatigue,Truck / Commercial,Minor,0,2
ACC0958,2025-02-24,14:18,Punjab,Ludhiana,9.7714,92.9349,State Highway,Foggy,Daylight,Overspeeding,SUV,Severe / Fatal,3,5
ACC0959,2025-02-24,13:10,Himachal Pradesh,Shimla,13.2555,74.7418,City Road,Foggy,Daylight,Distracted Driving,Car / Sedan,Moderate,0,4
ACC0960,2025-02-24,06:02,Telangana,Hyderabad,29.9506,87.4346,City Road,Clear,Daylight,Distracted Driving,Two-Wheeler,Minor,0,2
ACC0961,2025-02-25,02:35,Assam,Guwahati,10.8177,82.16,State Highway,Clear,Darkness,Overspeeding,Two-Wheeler,Moderate,0,3
ACC0962,2025-02-25,14:31,West Bengal,Kolkata,26.012,93.7845,State Highway,Clear,Daylight,Overspeeding,Auto Rickshaw,Minor,0,1
ACC0963,2025-02-25,16:58,Odisha,Bhubaneswar,15.5642,74.8486,State Highway,Clear,Daylight,Weather Conditions,Car / Sedan,Moderate,0,3
ACC0964,2025-02-26,12:13,Andhra Pradesh,Visakhapatnam,19.7674,88.0177,Expressway,Rainy,Daylight,Weather Conditions,Car / Sedan,Moderate,0,1
ACC0965,2025-02-27,07:44,Kerala,Thiruvananthapuram,16.8299,86.0209,National Highway,Clear,Daylight,Overspeeding,Car / Sedan,Severe / Fatal,3,3
ACC0966,2025-02-27,15:59,Karnataka,Bengaluru,18.7856,77.1161,City Road,Clear,Daylight,Drunk Driving,Truck / Commercial,Moderate,0,1
ACC0967,2025-02-28,04:30,Maharashtra,Mumbai,29.3961,72.5931,State Highway,Clear,Darkness,Overspeeding,Two-Wheeler,Severe / Fatal,3,2
ACC0968,2025-02-28,11:21,Nagaland,Kohima,17.076,87.2717,State Highway,Clear,Daylight,Overspeeding,Two-Wheeler,Moderate,0,3
ACC0969,2025-02-28,06:15,Punjab,Ludhiana,24.939,89.75,National Highway,Clear,Daylight,Drunk Driving,Car / Sedan,Moderate,1,1
ACC0970,2025-02-28,06:00,Assam,Guwahati,22.3007,77.6954,National Highway,Rainy,Daylight,Overspeeding,SUV,Moderate,0,1
ACC0971,2025-02-28,07:00,Telangana,Hyderabad,27.7792,87.0777,Rural Road,Clear,Daylight,Weather Conditions,SUV,Minor,0,2
ACC0972,2025-03-01,09:42,Odisha,Bhubaneswar,35.7554,79.9612,State Highway,Rainy,Daylight,Distracted Driving,Bus,Moderate,0,2
ACC0973,2025-03-01,02:05,Jharkhand,Ranchi,29.7911,89.0264,National Highway,Clear,Darkness,Fatigue,Car / Sedan,Severe / Fatal,3,2
ACC0974,2025-03-01,10:58,West Bengal,Kolkata,14.6763,74.3776,State Highway,Clear,Daylight,Distracted Driving,Two-Wheeler,Minor,0,2
ACC0975,2025-03-01,12:07,West Bengal,Kolkata,9.3105,94.0711,State Highway,Clear,Daylight,Fatigue,Auto Rickshaw,Moderate,0,1
ACC0976,2025-03-02,12:53,Uttar Pradesh,Lucknow,16.0581,76.8912,National Highway,Clear,Daylight,Drunk Driving,Car / Sedan,Severe / Fatal,3,0
ACC0977,2025-03-05,09:36,Uttar Pradesh,Lucknow,25.7763,79.1819,State Highway,Clear,Daylight,Distracted Driving,SUV,Moderate,0,2
ACC0978,2025-03-05,17:42,Gujarat,Ahmedabad,9.9016,70.3556,State Highway,Rainy,Daylight,Fatigue,SUV,Severe / Fatal,3,3
ACC0979,2025-03-05,06:31,Uttar Pradesh,Lucknow,22.8939,71.8781,Expressway,Foggy,Daylight,Distracted Driving,Car / Sedan,Moderate,0,2
ACC0980,2025-03-05,12:09,Punjab,Ludhiana,25.8278,83.4021,State Highway,Clear,Daylight,Overspeeding,Two-Wheeler,Minor,0,2
ACC0981,2025-03-05,03:05,Meghalaya,Shillong,18.1599,76.3264,State Highway,Clear,Darkness,Distracted Driving,Truck / Commercial,Minor,0,1
ACC0982,2025-03-06,04:49,Haryana,Gurugram,30.9106,92.5112,Rural Road,Clear,Darkness,Mechanical Failure,Truck / Commercial,Minor,0,2
ACC0983,2025-03-06,13:32,Uttar Pradesh,Lucknow,11.5127,69.1188,State Highway,Foggy,Daylight,Weather Conditions,Car / Sedan,Moderate,0,1
ACC0984,2025-03-06,13:04,Punjab,Ludhiana,10.594,79.5042,National Highway,Clear,Daylight,Drunk Driving,Car / Sedan,Severe / Fatal,2,0
ACC0985,2025-03-07,18:46,Haryana,Gurugram,29.6631,78.3143,National Highway,Cloudy,Twilight,Distracted Driving,Two-Wheeler,Severe / Fatal,1,4
ACC0986,2025-03-07,13:46,Meghalaya,Shillong,22.8683,69.2508,State Highway,Clear,Daylight,Fatigue,Two-Wheeler,Moderate,0,4
ACC0987,2025-03-08,19:06,Odisha,Bhubaneswar,28.5013,72.2445,City Road,Clear,Twilight,Overspeeding,Two-Wheeler,Minor,0,2
ACC0988,2025-03-08,01:57,Goa,Panaji,21.097,80.4888,National Highway,Foggy,Darkness,Distracted Driving,Two-Wheeler,Moderate,1,2
ACC0989,2025-03-08,05:16,Telangana,Hyderabad,15.5949,82.7466,City Road,Clear,Twilight,Overspeeding,Auto Rickshaw,Minor,0,2
ACC0990,2025-03-08,01:41,Andhra Pradesh,Visakhapatnam,32.3178,80.2223,National Highway,Clear,Darkness,Distracted Driving,Truck / Commercial,Moderate,0,2
ACC0991,2025-03-09,06:14,Goa,Panaji,31.7429,83.8317,State Highway,Clear,Daylight,Distracted Driving,SUV,Moderate,0,1
ACC0992,2025-03-09,13:29,Chhattisgarh,Raipur,28.6851,85.6613,City Road,Clear,Daylight,Overspeeding,Car / Sedan,Minor,0,2
ACC0993,2025-03-09,15:18,Tamil Nadu,Chennai,16.3466,68.9828,State Highway,Clear,Daylight,Overspeeding,Two-Wheeler,Minor,0,1
ACC0994,2025-03-09,01:16,Tamil Nadu,Chennai,25.6347,81.9267,Expressway,Clear,Darkness,Distracted Driving,Auto Rickshaw,Moderate,0,2
ACC0995,2025-03-09,19:29,Uttarakhand,Dehradun,18.9404,96.1597,National Highway,Rainy,Twilight,Overspeeding,Car / Sedan,Severe / Fatal,2,3
ACC0996,2025-03-10,17:03,Himachal Pradesh,Shimla,11.0742,83.4924,City Road,Clear,Daylight,Overspeeding,Two-Wheeler,Minor,0,2
ACC0997,2025-03-10,08:06,Meghalaya,Shillong,35.1856,88.01,National Highway,Cloudy,Daylight,Weather Conditions,Car / Sedan,Moderate,0,4
ACC0998,2025-03-11,04:52,Meghalaya,Shillong,12.3951,77.5881,City Road,Clear,Darkness,Overspeeding,Truck / Commercial,Moderate,0,4
ACC0999,2025-03-11,06:11,Telangana,Hyderabad,36.1469,90.7588,National Highway,Clear,Daylight,Drunk Driving,Bus,Severe / Fatal,3,5
ACC1000,2025-03-11,05:55,Odisha,Bhubaneswar,21.4234,90.7283,City Road,Clear,Twilight,Fatigue,Two-Wheeler,Minor,0,2
ACC1001,2025-03-12,05:02,Meghalaya,Shillong,13.8059,83.5569,State Highway,Clear,Twilight,Overspeeding,Bus,Moderate,1,3
ACC1002,2025-03-12,12:54,Karnataka,Bengaluru,24.2235,96.5164,City Road,Clear,Daylight,Overspeeding,Two-Wheeler,Moderate,0,4
ACC1003,2025-03-13,07:18,Rajasthan,Jaipur,33.89,72.2782,State Highway,Cloudy,Daylight,Distracted Driving,Two-Wheeler,Moderate,0,3
ACC1004,2025-03-13,09:23,Tamil Nadu,Chennai,29.781,69.183,Rural Road,Clear,Daylight,Weather Conditions,Truck / Commercial,Moderate,1,4
ACC1005,2025-03-14,21:51,Punjab,Ludhiana,31.9516,90.6495,National Highway,Clear,Darkness,Mechanical Failure,Truck / Commercial,Moderate,0,1
ACC1006,2025-03-14,15:43,Assam,Guwahati,27.6365,91.7039,National Highway,Clear,Daylight,Mechanical Failure,Car / Sedan,Moderate,0,3
ACC1007,2025-03-14,19:20,Rajasthan,Jaipur,28.6145,72.1259,State Highway,Rainy,Twilight,Weather Conditions,Car / Sedan,Minor,0,2
ACC1008,2025-03-15,06:27,Jharkhand,Ranchi,33.1965,76.2691,National Highway,Foggy,Daylight,Overspeeding,Truck / Commercial,Severe / Fatal,3,5
ACC1009,2025-03-15,09:47,Assam,Guwahati,15.6903,69.2002,National Highway,Clear,Daylight,Overspeeding,Truck / Commercial,Moderate,0,3
ACC1010,2025-03-16,13:07,Gujarat,Ahmedabad,22.6912,77.0593,Rural Road,Clear,Daylight,Overspeeding,Bus,Minor,0,2
ACC1011,2025-03-16,04:06,Assam,Guwahati,14.8593,90.7345,Rural Road,Clear,Darkness,Overspeeding,Car / Sedan,Moderate,0,1
ACC1012,2025-03-16,00:54,Mizoram,Aizawl,37.2399,83.4619,State Highway,Clear,Darkness,Distracted Driving,Auto Rickshaw,Moderate,0,4
ACC1013,2025-03-16,15:48,Nagaland,Kohima,35.9665,78.6207,Rural Road,Clear,Daylight,Distracted Driving,Auto Rickshaw,Minor,0,2
ACC1014,2025-03-16,15:56,Mizoram,Aizawl,9.5513,79.2946,State Highway,Clear,Daylight,Overspeeding,Two-Wheeler,Moderate,0,2
ACC1015,2025-03-16,10:02,West Bengal,Kolkata,29.0028,68.7386,National Highway,Clear,Daylight,Weather Conditions,Truck / Commercial,Moderate,0,2
ACC1016,2025-03-17,12:00,Jharkhand,Ranchi,35.4173,77.2443,City Road,Clear,Daylight,Overspeeding,Car / Sedan,Minor,0,2
ACC1017,2025-03-17,10:54,Nagaland,Kohima,13.6728,87.1241,City Road,Clear,Daylight,Overspeeding,Car / Sedan,Minor,0,1
ACC1018,2025-03-17,00:08,Sikkim,Gangtok,24.984,96.4645,Rural Road,Cloudy,Darkness,Distracted Driving,SUV,Moderate,0,1
ACC1019,2025-03-18,08:42,Madhya Pradesh,Bhopal,35.1323,92.8412,National Highway,Foggy,Daylight,Overspeeding,Two-Wheeler,Severe / Fatal,1,3
ACC1020,2025-03-18,06:41,Gujarat,Ahmedabad,9.3912,69.3725,City Road,Clear,Daylight,Overspeeding,Car / Sedan,Minor,0,1
ACC1021,2025-03-19,05:10,Meghalaya,Shillong,28.7647,94.309,National Highway,Clear,Twilight,Overspeeding,Truck / Commercial,Moderate,0,4
ACC1022,2025-03-20,19:21,Karnataka,Bengaluru,17.0826,91.0212,National Highway,Clear,Twilight,Overspeeding,Two-Wheeler,Moderate,0,2
ACC1023,2025-03-20,14:22,Goa,Panaji,35.3924,90.9407,National Highway,Clear,Daylight,Weather Conditions,Car / Sedan,Severe / Fatal,3,2
ACC1024,2025-03-21,16:57,Mizoram,Aizawl,36.7549,81.7529,Rural Road,Rainy,Daylight,Mechanical Failure,Bus,Moderate,0,2
ACC1025,2025-03-21,08:28,Karnataka,Bengaluru,35.9726,80.0432,City Road,Clear,Daylight,Overspeeding,Car / Sedan,Minor,0,1
ACC1026,2025-03-22,10:39,Sikkim,Gangtok,22.2471,77.3331,City Road,Foggy,Daylight,Overspeeding,Car / Sedan,Moderate,0,1
ACC1027,2025-03-22,07:17,Himachal Pradesh,Shimla,33.5716,70.5723,State Highway,Cloudy,Daylight,Distracted Driving,Car / Sedan,Moderate,0,2
ACC1028,2025-03-22,05:56,Gujarat,Ahmedabad,33.0608,75.2047,State Highway,Clear,Twilight,Fatigue,Car / Sedan,Minor,0,1
ACC1029,2025-03-22,06:46,Assam,Guwahati,17.7177,75.7282,National Highway,Clear,Daylight,Overspeeding,SUV,Severe / Fatal,3,0
ACC1030,2025-03-22,17:05,Haryana,Gurugram,32.6043,82.4962,National Highway,Clear,Daylight,Overspeeding,Truck / Commercial,Severe / Fatal,1,4
ACC1031,2025-03-22,15:23,Karnataka,Bengaluru,9.4806,90.0022,State Highway,Clear,Daylight,Weather Conditions,Car / Sedan,Minor,0,1
ACC1032,2025-03-24,13:52,Sikkim,Gangtok,25.8111,82.2036,City Road,Clear,Daylight,Distracted Driving,Truck / Commercial,Moderate,1,2
ACC1033,2025-03-24,11:21,Chhattisgarh,Raipur,15.1163,70.3486,State Highway,Clear,Daylight,Overspeeding,Car / Sedan,Minor,0,1
ACC1034,2025-03-24,19:11,Karnataka,Bengaluru,11.9206,95.997,National Highway,Foggy,Twilight,Distracted Driving,Two-Wheeler,Severe / Fatal,3,1
ACC1035,2025-03-24,04:07,Karnataka,Bengaluru,10.647,95.5676,National Highway,Clear,Darkness,Overspeeding,SUV,Moderate,0,3
ACC1036,2025-03-25,08:25,Assam,Guwahati,28.7316,91.0779,National Highway,Clear,Daylight,Drunk Driving,SUV,Moderate,1,1
ACC1037,2025-03-26,09:25,Uttarakhand,Dehradun,18.3243,96.9528,State Highway,Clear,Daylight,Drunk Driving,Car / Sedan,Moderate,1,3
ACC1038,2025-03-26,16:29,Madhya Pradesh,Bhopal,29.5632,84.2177,Rural Road,Clear,Daylight,Mechanical Failure,Two-Wheeler,Moderate,1,3
ACC1039,2025-03-27,22:17,Sikkim,Gangtok,10.3084,96.1389,Expressway,Clear,Darkness,Drunk Driving,Two-Wheeler,Moderate,0,2
ACC1040,2025-03-27,07:53,Assam,Guwahati,17.6065,70.8547,City Road,Foggy,Daylight,Overspeeding,Two-Wheeler,Moderate,0,3
ACC1041,2025-03-28,18:24,Assam,Guwahati,24.1531,79.1219,State Highway,Clear,Twilight,Overspeeding,Two-Wheeler,Minor,0,1
ACC1042,2025-03-28,17:44,Madhya Pradesh,Bhopal,31.4891,75.1234,State Highway,Clear,Daylight,Mechanical Failure,SUV,Minor,0,2
ACC1043,2025-03-28,07:54,Meghalaya,Shillong,17.7076,74.2812,National Highway,Clear,Daylight,Overspeeding,Two-Wheeler,Moderate,1,3
ACC1044,2025-03-28,10:30,Manipur,Imphal,26.676,72.7129,City Road,Clear,Daylight,Overspeeding,Truck / Commercial,Minor,0,1
ACC1045,2025-03-28,10:51,Assam,Guwahati,34.2706,86.4388,City Road,Rainy,Daylight,Overspeeding,Two-Wheeler,Moderate,0,3
ACC1046,2025-03-28,20:26,Assam,Guwahati,26.3832,90.9677,National Highway,Clear,Darkness,Weather Conditions,Two-Wheeler,Moderate,0,4
ACC1047,2025-03-28,06:41,Meghalaya,Shillong,15.2024,85.1815,State Highway,Rainy,Daylight,Drunk Driving,Car / Sedan,Minor,0,1
ACC1048,2025-03-29,17:56,Mizoram,Aizawl,9.1125,72.8884,State Highway,Clear,Daylight,Overspeeding,Two-Wheeler,Minor,0,2
ACC1049,2025-03-29,08:51,Sikkim,Gangtok,33.8069,91.817,Expressway,Clear,Daylight,Overspeeding,Bus,Moderate,0,4
ACC1050,2025-03-29,16:10,Tripura,Agartala,9.0211,86.8247,Rural Road,Clear,Daylight,Mechanical Failure,Two-Wheeler,Moderate,0,4
ACC1051,2025-03-29,10:07,Andhra Pradesh,Visakhapatnam,33.9413,79.7627,Expressway,Clear,Daylight,Drunk Driving,Car / Sedan,Minor,0,1
ACC1052,2025-03-30,13:08,Kerala,Thiruvananthapuram,23.845,87.9127,State Highway,Clear,Daylight,Distracted Driving,Truck / Commercial,Moderate,0,4
ACC1053,2025-03-30,17:44,Sikkim,Gangtok,35.8208,76.1073,National Highway,Rainy,Daylight,Mechanical Failure,SUV,Severe / Fatal,1,4
ACC1054,2025-03-30,17:46,Rajasthan,Jaipur,31.7245,78.538,National Highway,Clear,Daylight,Mechanical Failure,Two-Wheeler,Moderate,0,4
ACC1055,2025-03-31,18:03,Meghalaya,Shillong,37.5397,94.8483,National Highway,Clear,Twilight,Overspeeding,Car / Sedan,Moderate,0,1
ACC1056,2025-04-01,02:54,West Bengal,Kolkata,18.6408,76.9794,National Highway,Clear,Darkness,Fatigue,SUV,Severe / Fatal,1,0
ACC1057,2025-04-02,15:10,Gujarat,Ahmedabad,30.8019,82.0947,City Road,Clear,Daylight,Overspeeding,Auto Rickshaw,Minor,0,1
